name,party,page_views
Catherine Fournier,BQ,14303
Peggy Butts,Liberal,1937
Nathaniel Erskine-Smith,Liberal,12333
Ralph Goodale,Liberal,28274
Norman Atkins,CPC,860
Amanda Lathlin,NDP,607
Dave Keenan,NDP,127
Raymond Clare Edwards,Liberal,168
Anam Kazim,NDP,1624
Peter Patterson,Liberal,252
Philip Givens,Liberal,1670
Helena Guergis,CPC,6220
Peter Mitchell,Liberal,2649
Pierre Bussières,Liberal,154
Pierre de Bané,Liberal,1574
Steven Porter,CPC,197
Neil Windsor,CPC,2963
George Smitherman,Liberal,7563
Robert Wells,CPC,411
David Lametti,Liberal,20940
Ken McDonald,Liberal,2630
Francis Drouin,Liberal,4370
Majid Jowhari,Liberal,10951
Ali Ehsassi,Liberal,11293
Pierre Paul-Hus,CPC,3418
Alupa Clarke,CPC,2635
François-Philippe Champagne,Liberal,46108
Joël Lightbound,Liberal,4151
Rhéal Fortin,BQ,4029
Gary Anandasangaree,Liberal,10219
Maryam Monsef,Liberal,82732
Marilène Gill,BQ,2664
Andy Fillmore,Liberal,7185
Bill Morneau,Liberal,49788
Sven Spengemann,Liberal,5918
Gabriel Ste-Marie,BQ,1469
Michel Picard,Liberal,728
Thomas D'Arcy McGee,Liberal,33885
Geng Tan,Liberal,2759
Richard Cannings,NDP,5984
John J. Bowlen,Liberal,647
Steve MacKinnon,Liberal,3731
Greg Fergus,Liberal,8256
Xavier Barsalou-Duval,BQ,2318
Monique Pauzé,BQ,1273
Alain Rayes,CPC,3981
Ralph Steinhauer,Liberal,2024
Catherine McKenna,Liberal,75545
Celina Caesar-Chavannes,Liberal,34530
Diane Lebouthillier,Liberal,12612
Marco Mendicino,Liberal,42192
Harjit Sajjan,Liberal,150883
Ray Perrault,Liberal,659
Marie-Claude Bibeau,Liberal,12012
Reginald John Marsden Parker,Liberal,382
Carla Qualtrough,Liberal,25561
Simon Marcil,BQ,3543
Bardish Chagger,Liberal,40083
Michel Boudrias,BQ,8594
René Bégin,Liberal,60
René Tremblay,Liberal,184
Bob Saroya,CPC,9764
Marwan Tabbara,Liberal,16815
Richard Squires,Liberal,4041
Les Hull,CPC,243
Bob Andras,Liberal,828
Chris Bittle,Liberal,4766
Rachel Blaney,NDP,5748
Randy Boissonnault,Liberal,24736
Robert Ghiz,Liberal,5084
Serge Cormier,Liberal,1911
Julie Dabrusin,Liberal,8546
Anju Dhillon,Liberal,5030
Patty Hajdu,Liberal,104888
Robert Hanbidge,CPC,531
Robert Randolph Bruce,Liberal,570
Robert Stanbury,Liberal,301
Eric Kipping,CPC,73
Robert Hall,NDP,218
Sterling Hambrook,CPC,78
Bill Harmer,CPC,87
William Hogan,Liberal,175
Hazen Myers,CPC,511
Roger Teillet,Liberal,584
Daniel Blaikie,NDP,6682
Michael Cooper,CPC,9971
Peter Fragiskatos,Liberal,5768
Sean Fraser,Liberal,24574
Garnett Genuis,CPC,11286
Iqra Khalid,Liberal,12713
John Nater,CPC,3417
Ron Basford,Liberal,1000
Colin Fraser,Liberal,1402
Roy MacLaren,Liberal,1608
René Arseneault,Liberal,1854
Matt DeCourcey,Liberal,14407
Alaina Lockhart,Liberal,1446
Pat Finnigan,Liberal,3021
Ginette Petitpas Taylor,Liberal,16254
Wayne Long,Liberal,4178
Terry Beech,Liberal,9200
Karina Gould,Liberal,27212
Jonathan Wilkinson,Liberal,21072
Réal Ménard,BQ,2026
Arnold Viersen,CPC,5221
Luc Berthold,CPC,5117
Caroline Mulroney,CPC,48717
Ziad Aboultaif,CPC,7358
Leona Alleslev,CPC,20443
Mel Arnold,CPC,3572
Frank Baylis,Liberal,5655
John Brassard,CPC,3599
Neil Ellis,Liberal,3568
Doug Eyolfson,Liberal,4930
Darren Fisher,Liberal,3259
Stephen Fuhr,Liberal,2514
Ken Hardie,Liberal,3600
Gudie Hutchings,Liberal,7778
Georgina Jolibois,NDP,2432
Patricia Lattanzio,Liberal,3478
Kelly McCauley,CPC,3243
Kyle Peterson,Liberal,1587
Charles Arkoll Boulton,Liberal,633
Brenda Shanahan,Liberal,5654
Rémi Massé,Liberal,625
Stéphane Lauzon,Liberal,1386
Angelo Iacono,Liberal,2295
Karine Trudel,NDP,787
Julie Dzerowicz,Liberal,12730
Terry Sheehan,Liberal,3374
Ruby Sahota,Liberal,11444
Raj Saini,Liberal,28161
Francesco Sorbara,Liberal,6223
Shannon Stubbs,CPC,11161
Robert-Falcon Ouellette,Liberal,9391
Cathay Wagantall,CPC,5524
Mike Bossio,Liberal,6314
Peter Schiefke,Liberal,3567
Sheila Malcolmson,NDP,4428
John Aldag,Liberal,5855
William Amos,Liberal,68143
Chandra Arya,Liberal,8007
Ramez Ayoub,Liberal,1189
Vance Badawey,Liberal,4579
Sheri Benson,NDP,5501
Pierre Breton,Liberal,881
Shaun Chen,Liberal,5236
Pam Damoff,Liberal,8112
Nicola Di Iorio,Liberal,1241
Todd Doherty,CPC,3931
Scott Duvall,NDP,5685
Stewart Fairgrieve,CPC,187
Marilyn Gladu,CPC,11788
Joël Godin,CPC,2069
Raj Grewal,Liberal,10555
Cheryl Hardcastle,NDP,2807
Rachael Thomas,CPC,2609
T. J. Harvey,Liberal,1460
Gord Johns,NDP,4686
Bernadette Jordan,Liberal,15111
Pat Kelly,CPC,3247
Kamal Khera,Liberal,26603
Fayçal El-Khoury,Liberal,2506
Tom Kmiec,CPC,5414
Paul Lefebvre,Liberal,204
Denis Lemieux,Liberal,813
Michael Levitt,Liberal,6415
Lloyd Longfield,Liberal,4245
Alistair MacGregor,NDP,4350
Bryan May,Liberal,3964
Ron McKinnon,Liberal,3768
Marc Miller,Liberal,33981
Eva Nassif,Liberal,1286
Alex Nuttall,CPC,1583
Jennifer O'Connell,Liberal,8896
John Oliver,Liberal,3297
Jean-Claude Poissant,Liberal,1041
Tracey Ramsey,NDP,2913
Sherry Romanado,Liberal,2347
Kim Rudd,Liberal,1806
Dan Ruimy,Liberal,1191
Don Rusnak,Liberal,1427
Darrell Samson,Liberal,2596
Ramesh Sangha,Liberal,23061
Brigitte Sansoucy,NDP,1057
Randeep Sarai,Liberal,6258
Jamie Schmale,CPC,4433
Deb Schulte,Liberal,10432
Hugh Nelson,Liberal,846
Anita Vandenbeld,Liberal,7042
Salma Zahid,Liberal,9104
Marc Serré,Liberal,3765
Karen Vecchio,CPC,5255
Nick Whalen,Liberal,2350
Arif Virani,Liberal,12375
Jati Sidhu,Liberal,3078
Gagan Sikand,Liberal,6616
Serge Joyal,Liberal,1684
Filomena Tassi,Liberal,16810
Martin Shields,CPC,3885
Sonia Sidhu,Liberal,10961
Kevin Waugh,CPC,3991
Ted Nebbeling,Liberal,378
Wayne Stetski,NDP,3731
Kate Young,Liberal,7833
Simon Fraser Tolmie,CPC,2339
Melanie Mark,NDP,5664
Stephen Mandel,CPC,14672
Steven Blaney,CPC,5457
Stuart Garson,Liberal,1050
David Davidson,Liberal,35
Yvon Pinard,Liberal,357
Louis Coderre,CPC,135
Léopold Demers,Liberal,85
George Frederick Baird,CPC,81
Perry Trimper,Liberal,3480
Brian Warr,Liberal,1108
Thomas Carleton Allen,Liberal,120
Follin Horace Pickel,CPC,58
Nancy Greene,CPC,15736
J.-Eugène Lefrançois,Liberal,117
Hélène Alarie,BQ,171
Carla Beck,NDP,1058
Nicole Sarauer,NDP,1711
Nicole Rancourt,NDP,406
Stella Ambler,CPC,2720
Marlene Jennings,Liberal,2821
Betty Hinton,CPC,621
Guillaume Cheval dit St-Jacques,Liberal,273
Deepak Obhrai,CPC,6797
Lillian Dyck,Liberal,4986
Joseph Godbout,Liberal,128
Carolyn Bennett,Liberal,48608
Clovis-Thomas Richard,Liberal,203
Thomas Reuben Black,Liberal,81
Paul Robichaud,CPC,319
James Teitsma,CPC,1338
Rochelle Squires,CPC,5684
Jon Reyes,CPC,2150
Janice Morley-Lecomte,CPC,1024
Colleen Mayer,CPC,487
Alan Lagimodiere,CPC,7638
Bob Lagassé,CPC,455
Len Isleifson,CPC,475
Sarah Guillemard,CPC,1060
Kelly Bindle,CPC,720
Nic Curry,CPC,240
Joseph Louis Euclide Dugas,CPC,87
Tom Lindsey,NDP,661
Blair Yakimoski,CPC,371
Rick Wowchuk,CPC,469
Jim Harris,Green,5969
Georges Parent,Liberal,184
Theodore Arthur Burrows,Liberal,327
Judy Klassen,Liberal,1531
Brian Jean,CPC,22267
Thomas Dufferin Pattullo,Liberal,1566
Thomas Greenway,Liberal,1317
Thomas Heath Haviland,CPC,1369
Thomas William Lemuel Prowse,Liberal,244
Tom Rideout,CPC,1928
Tobias Norris,Liberal,993
Ujjal Dosanjh,Liberal,30091
Monique Landry,CPC,656
Gerald Regan,Liberal,7736
Yvon Dupuis,Liberal,514
Douglas Harkness,CPC,1109
Walter Weir,CPC,1261
Derek Johnson,CPC,733
Andrew Smith,CPC,604
Eileen Clarke,CPC,2712
Cathy Cox,CPC,1129
W. A. C. Bennett,CPC,13052
Walter L. Gordon,Liberal,1757
William James Stewart,CPC,768
William Johnston Tupper,CPC,1177
William L. Walsh,CPC,722
William Ross Macdonald,Liberal,1395
Willie Adams,Liberal,760
Albert Norton Richards,Liberal,460
Alexa McDonough,NDP,15612
Alexander Morris,CPC,2054
John Pickard,Liberal,132
Alfred Ernest Fripp,CPC,59
Allan A. Lamport,Liberal,1356
John A. Charlton,CPC,103
John M. Charlton,Liberal,280
John Otho Chapman,NDP,107
Thomas Harold Wood,Liberal,116
Paul-Henri Spence,CPC,57
John Fisher Wood,Liberal,108
Robert Franklin Sutherland,Liberal,386
Sheila Copps,Liberal,21887
Lisa Roberts,NDP,5877
Glen Motz,CPC,3621
Nathalie Des Rosiers,Liberal,3859
Jeanie Dendys,Liberal,629
Pauline Frost,Liberal,2236
William Pearce Howland,Liberal,2204
Richard Mostyn,Liberal,867
Nils Clarke,Liberal,1373
Ranj Pillai,Liberal,2905
Ted Adel,Liberal,1284
Paolo Gallina,Liberal,1106
Sam Oosterhoff,CPC,31988
Joseph W. Bourgeois,CPC,74
Vance R. Huntley,CPC,77
William J. West,CPC,NA
William M. Bird,CPC,60
Arthur J. McEvoy,CPC,135
C. Hedley Forbes,CPC,72
E. W. Melville,CPC,40
Edward Claude Seeley,CPC,68
Harry A. McMackin,CPC,34
J. Starr Tait,CPC,59
Laurance T. Dow,CPC,83
W. Grant Smith,CPC,55
Charles Price,CPC,90
Hugh Mackay,CPC,59
W. Benton Evans,CPC,44
Chris Palmer,Liberal,94
H. Colby Smith,CPC,86
Gerald Merrithew,CPC,870
Philéas Côté,Liberal,196
J. William Smith,CPC,35
Marcus Lorne Jewett,CPC,31
Merville A. Oulton,CPC,105
Lewis Smith,CPC,43
Abner Reid McClelan,Liberal,220
Abram William Lauder,CPC,151
Henry I. Taylor,CPC,81
Alton D. Taylor,CPC,44
Ewart C. Atkinson,CPC,38
Acalus Lockwood Palmer,Liberal,79
Scott D. Guptill,CPC,41
Achille Larue,Liberal,104
Adolphe Guillet dit Tourangeau,CPC,326
Adrien Meunier,Liberal,162
Adélard Fontaine,Liberal,88
Adélard Lanctôt,Liberal,76
Joseph Bruno Aimé Miville Déchêne,Liberal,45
Aimé Boucher,Liberal,111
Aimé Langlois,Liberal,189
Aimé Majorique Beauparlant,Liberal,92
Alain Boire,BQ,116
Alain Garant,Liberal,82
Alain Giguère,NDP,424
Alain Tardif,Liberal,203
Alan Eagleson,CPC,34400
Alan Macnaughton,Liberal,1119
Alan Tonks,Liberal,2283
Albanie Morin,Liberal,164
Albany Robichaud,CPC,104
Albert Béchard,Liberal,71
Albert Charles Saunders,Liberal,222
Albert De Martin,CPC,328
Albert James Smith,Liberal,1483
Akeley Holmes,CPC,40
Arthur R. MacKenzie,CPC,118
Conrad J. Osman,CPC,61
Francis T. Lavoie,CPC,48
G. C. Grant,CPC,83
Hedley V. Dickson,CPC,45
Henri Diotte,CPC,58
James S. Lord,CPC,446
Miles E. Agar,CPC,56
Sydney D. Heckbert,CPC,58
W. Henry Harrison,CPC,203
Walter W. White,CPC,252
Wesley H. Coffyn,CPC,17
James Lewis,CPC,82
John L. Peck,CPC,87
John M. Flewelling,CPC,47
Arthur Cyrille Albert Malouin,Liberal,77
Albert Sévigny,CPC,273
Albina Guarnieri,Liberal,949
Albiny Paquette,CPC,179
Albion Roudolph Foster,Liberal,65
Alcide Côté,Liberal,113
Aldéric-Joseph Benoit,Liberal,84
Aldéric Laurendeau,Liberal,56
Alex Campbell,Liberal,1727
Bryce Mackasey,Liberal,1204
Alexander Gibson,Liberal,169
Alexander Keith,CPC,4399
Alexander Wallace Matheson,Liberal,485
Alexandra Mendès,Liberal,3744
Alexandre-Édouard Kierzkowski,Liberal,171
Alexandre Boulerice,NDP,20991
Alexandre Cyr,Liberal,167
Alexandre Joseph Doucet,CPC,103
Alexandre Lacoste,CPC,419
Alexandrine Latendresse,NDP,850
John Young,CPC,64
Alexis Caron,Liberal,225
Alexis Dessaint,Liberal,101
Alexis Lesieur Desaulniers,CPC,75
Alfonso Gagliano,Liberal,4804
Alfred Augustus Stockton,CPC,72
Alfred Belzile,CPC,111
Alfred Edmond Bourgeois,Liberal,460
Alfred Duranleau,CPC,137
Alfred Gilpin Jones,Liberal,419
Alfred Johnson Brooks,CPC,301
Alfred Lapointe,CPC,58
Alfred Lefurgey,CPC,75
Alfred Pinsonneault,CPC,81
Aline Chrétien,Liberal,30122
Gérard Lamy,CPC,223
Allan McAvity,Liberal,82
Allan Koury,CPC,217
Allan Rock,Liberal,6973
Christine Moore,NDP,2707
Allen Roach,Liberal,329
Allister Grosart,CPC,217
Alonzo Wright,CPC,497
Alphonse-Arthur Miville Déchêne,Liberal,86
Alphonse Bernier,CPC,83
Alphonse Desjardins,CPC,566
Alphonse Fournier,Liberal,347
Alphonse Verville,Liberal,235
Alvin Head Moore,CPC,67
Ambroise-Hilaire Comeau,Liberal,358
Amos Wright,Liberal,271
Joseph Duguay,CPC,66
Andrew George Blair,Liberal,903
Andrew Leslie,Liberal,70
Andrew Rainsford Wetmore,CPC,494
Andrew Ross McMaster,Liberal,175
Andrew Scheer,CPC,192290
Andrew Telegdi,Liberal,2720
A. Wesley Stuart,Liberal,159
André Bachand,CPC,1322
André Bachand,Liberal,210
André Bellavance,BQ,1010
André Bissonnette,CPC,380
André Caron,BQ,152
André Gauthier,Liberal,244
André Gillet,CPC,72
André Harvey,Liberal,466
André Maltais,Liberal,261
André Plourde,CPC,176
Andrée Champagne,CPC,1603
Andy Mitchell,Liberal,1507
Angus Lewis Macdonald,Liberal,7091
Angus MacLean,CPC,1815
Anita Neville,Liberal,1111
Anne-Marie Day,NDP,473
Anne Blouin,CPC,77
Anne Cools,Liberal,13243
Anne McLellan,Liberal,18937
Anne Minh-Thu Quach,NDP,2509
Annick Papillon,NDP,772
Anselme-Homère Pâquet,Liberal,56
Anthony Rota,Liberal,37686
Antoine-Aimé Dorion,Liberal,2808
Antoine Audet,CPC,145
Antoine Chartier de Lotbinière Harwood,CPC,148
Antoine Fréchette,CPC,64
John David Maloney,Liberal,958
Antonio Yanakis,Liberal,148
Antonio Élie,CPC,83
Aristide Rompré,CPC,137
Armand Cloutier,Liberal,106
Armand Dumas,Liberal,71
Armand Lavergne,Liberal,2603
Richard Stuart Lake,CPC,648
Art Hanger,CPC,921
Arthur-Joseph Lapointe,Liberal,222
Arthur-Lucien Beaubien,Liberal,208
Arthur Aimé Bruneau,Liberal,54
Arthur Bettez,Liberal,46
Arthur Bliss Copp,Liberal,122
Arthur Boyer,Liberal,265
Arthur Charles Hardy,Liberal,361
Arthur Culligan,CPC,71
Arthur D. Ganong,CPC,698
Arthur Delisle,Liberal,96
Arthur Ecrément,Liberal,33
Arthur Hill Gillmor,Liberal,258
Arthur Joseph Turcotte,CPC,97
Arthur Lachance,Liberal,270
Arthur Lesieur Desaulniers,Liberal,92
Arthur Massé,Liberal,41
Arthur Norreys Worthington,CPC,87
Arthur Peters,Liberal,100
Arthur Portelance,Liberal,53
Arthur Sauvé,CPC,457
Arthur Trahan,Liberal,118
Arthur Tremblay,CPC,285
Athanase David,Liberal,686
Aubin-Edmond Arsenault,CPC,1215
Audrey McLaughlin,NDP,12281
Auguste Charles Philippe Robert Landry,CPC,222
Auguste Choquette,Liberal,151
Auguste Théophile Léger,Liberal,84
Auguste Maltais,Liberal,48
Auguste Renaud,Liberal,429
Auguste Vincent,Liberal,92
Augustin Bourbonnais,Liberal,104
Augustin Brassard,Liberal,86
Aurèle Gervais,CPC,289
Aurel Léger,Liberal,134
Aurélien Bélanger,Liberal,165
Aurélien Gill,Liberal,237
Aurélien Noël,Liberal,82
Austin Claude Taylor,Liberal,215
Martin Cauchon,Liberal,3180
Aylmer Byron Hunt,Liberal,46
Max White,CPC,464
Bal Gosal,CPC,9160
Neethan Shan,NDP,3066
Barry Devolin,CPC,854
Barry Moore,CPC,284
Bartholomew Gugy,CPC,268
Barthélemy Pouliot,CPC,72
Esioff-Léon Patenaude,CPC,530
Graham Steele,NDP,1920
Beaton Tulk,Liberal,1978
Ben Lobb,CPC,3859
Benjamin Beauchamp,CPC,104
Benjamin Franklin Smith,CPC,253
Benoît Bouchard,CPC,1200
Benoît Michaud,Liberal,81
Benoît Tremblay,BQ,441
Bernard Bigras,BQ,492
Bernard Cleary,BQ,618
Bernard Deshaies,BQ,177
Bernard Devlin,Liberal,716
Bernard Généreux,CPC,1657
Bernard Loiselle,Liberal,198
Bernard Lord,CPC,5470
Bernard Patry,Liberal,579
Bernard Pilon,Liberal,100
Bernard St-Laurent,BQ,163
Bernard Thériault,Liberal,437
Bernard Valcourt,CPC,3666
Beryl Gaffney,Liberal,551
Bev Shipley,CPC,1627
Bill Blaikie,NDP,6331
Bill Casey,CPC,7950
Bill Matthews,Liberal,1101
Roy Farran,CPC,12493
Blaine Calkins,CPC,3364
Blaine Higgs,CPC,54041
Blair Wilson,Liberal,2943
Blake Richards,CPC,10214
Bob Bjornerud,Liberal,239
Bob Mills,CPC,503
Bob Nault,Liberal,2796
Bob Runciman,CPC,3725
Bobbie Sparrow,CPC,780
Douglas Abbott,Liberal,1696
Bona Arsenault,Liberal,486
Bonnie Brown,Liberal,1261
Borys Wrzesnewskyj,Liberal,3833
Mona Fortier,Liberal,16360
Bob Benzen,CPC,5288
Mary Ng,Liberal,33839
Stephanie Kusie,CPC,7998
Emmanuella Lambropoulos,Liberal,8155
Brad Butt,CPC,3183
Brad Trost,CPC,5218
Brenda Chamberlain,Liberal,844
Brenda Robertson,CPC,526
Brent Rathgeber,CPC,1589
Brent St. Denis,Liberal,575
Brian Macdonald,CPC,1007
Brian Mason,NDP,4340
Brian Murphy,Liberal,1046
Brian Pallister,CPC,80166
Brian Storseth,CPC,652
Brown Chamberlin,CPC,161
Ralph Bruce Fitch,CPC,1589
Bruce Hyer,NDP,3492
Bruce Northrup,CPC,244
Bruce Stanton,CPC,4976
Bryan Hayes,CPC,1075
Bryon Wilfert,Liberal,1077
Buck Watts,Liberal,176
Bud Bird,CPC,822
Burton Hill,Liberal,504
Bush Dumville,Liberal,206
Camille Piché,Liberal,94
Candice Bergen,CPC,62528
Carl Killen,CPC,205
Carl Urquhart,CPC,381
Carlo Rossi,Liberal,344
Carole-Marie Allard,Liberal,5301
Carole Freeman,BQ,276
Carole Jacques,CPC,176
Carole James,NDP,7778
Caroline St-Hilaire,BQ,2012
Carolyn Bertram,Liberal,409
Catherine J. Bell,NDP,467
Catherine Callbeck,Liberal,3094
Cathy McLeod,CPC,6088
Ches Crosbie,CPC,21751
Charles-Adolphe Stein,Liberal,67
Charles Alphonse Fournier,Liberal,72
Charles-André Hamelin,CPC,272
Charles-Avila Wilson,Liberal,95
Charles-Christophe Malhiot,Liberal,64
Charles-Eugène Marin,CPC,70
Charles-Eugène Pouliot,Liberal,62
Charles-François Roy,CPC,64
Charles Bertrand,CPC,138
Charles-Ignace Gill,CPC,117
Charles-Édouard Campeau,CPC,109
Charles-Édouard Ferland,Liberal,211
Charles-Édouard Houde,CPC,79
Charles Alexander Lesage,CPC,48
Charles Allan Smart,CPC,175
Charles Arthur Everett,CPC,51
Charles Arthur Gauvreau,Liberal,134
Charles Bazinet,Liberal,71
Charles Beautron Major,Liberal,125
Charles Benjamin Howard,Liberal,344
Charles Bourgeois,CPC,111
Charles Bruno Blondeau,CPC,140
Charles Burpee,Liberal,124
Charles Carroll Colby,Liberal,467
Charles Champagne,CPC,120
Charles Ballantyne,CPC,502
Charles Connell,Liberal,495
Charles Dow Richards,CPC,442
Charles Elijah Fish,CPC,237
Charles Ernest Gault,CPC,182
Charles Parent,Liberal,144
Charles Gavan Power,Liberal,1601
Charles Cahan,CPC,295
Charles Henry Lovell,Liberal,125
Charles Henry Parmelee,Liberal,112
Charles Doherty,CPC,732
Charles Joseph Morrissy,Liberal,61
Charles Jérémie Coulombe,CPC,82
Charles Langelier,Liberal,137
Charles Langlois,CPC,295
Charles Marcil,Liberal,274
Charles Nelson Skinner,Liberal,67
Charles Ramsay Devlin,Liberal,291
Charles Wesley Weldon,Liberal,262
Charlie Angus,NDP,24633
Charlie Watt,Liberal,2551
Charmaine Borg,NDP,2037
Cheri DiNovo,NDP,10393
Cheryl Gallant,CPC,20647
Chris Pearson,CPC,1072
Chris Warkentin,CPC,5530
Christian Henry Pozer,Liberal,320
Christian Jobin,Liberal,207
Christian Ouellet,BQ,1793
Christian Paradis,CPC,2336
Christian Simard,BQ,335
Christiane Gagnon,BQ,1122
Christophe-Alphonse Geoffrion,Liberal,135
Christopher Dunkin,CPC,412
Chuck Cadman,CPC,3819
Chuck Strahl,CPC,5986
Chungsen Leung,CPC,2384
Clarence Cormier,CPC,241
Clarence Chester Cleveland,CPC,101
Clarence Joseph Veniot,Liberal,96
Claude-André Lachance,Liberal,905
Claude Bachand,BQ,405
Claude Carignan,CPC,1531
Claude DeBellefeuille,BQ,7907
Claude Drouin,Liberal,1347
Claude Duplain,Liberal,126
Claude Lajoie,Liberal,296
Claude Gravelle,NDP,928
Claude Guimond,BQ,178
Claude Lanthier,CPC,273
Claude Morin,Liberal,346
Claude Patry,BQ,590
Claude Richardson,Liberal,91
Claude Tessier,Liberal,95
Claude Wagner,CPC,7777
Claude Williams,CPC,320
Claudette Bradshaw,Liberal,1090
Claudette Tardif,Liberal,454
Claudy Mailly,CPC,204
Clifford Lincoln,Liberal,2021
Clifford Sifton,Liberal,8947
Clyde Wells,Liberal,2065
Clément Couture,CPC,121
Clément M. Côté,CPC,97
Clément Robitaille,Liberal,73
Clément Vincent,CPC,199
Cléophas Beausoleil,Liberal,174
Colin Carrie,CPC,5636
Colin Kenny,Liberal,728
Colin LaVie,CPC,668
Colin Mayes,CPC,785
Colleen Beaumier,Liberal,618
J. S. Woodsworth,NDP,13575
Rachna Singh,NDP,3462
Sonia Furstenau,Green,8791
Adam Olsen,Green,3626
Joan Isaacs,Liberal,532
Janet Routledge,NDP,793
Jas Johal,Liberal,4251
Tom Shypitka,Liberal,1944
Doug Clovechok,Liberal,719
Bowinn Ma,NDP,7638
Lisa Beare,NDP,1373
Mitzi Dean,NDP,1971
Ellis Ross,Liberal,11195
Peter Milobar,Liberal,2032
Bernadette Smith,NDP,1030
Corneliu Chisu,CPC,3037
Leona Aglukkaq,CPC,16454
Craig Leonard,CPC,248
Creelman MacArthur,Liberal,100
Ronna-Rae Leonard,NDP,855
Curtis Malloch,CPC,199
Cy LeBlanc,CPC,184
Cyrias Roy,Liberal,84
Cyrille Doyon,CPC,158
Cyrille Dumaine,Liberal,155
Rafah DiCostanzo,Liberal,1384
Kim Masland,CPC,1911
Elizabeth Smith-McCrossin,CPC,13207
Alana Paon,CPC,2364
Claudia Chender,NDP,1882
Tammy Martin,NDP,708
Susan Leblanc,NDP,1481
Céline Hervieux-Payette,Liberal,711
Côme Isaïe Rinfret,Liberal,67
Anne Kang,NDP,4575
Ian Paton,Liberal,804
Dan Davies,Liberal,1102
Dale Graham,CPC,296
Barbara Adams,CPC,1321
"Dalton McGuinty, Sr.",Liberal,2421
Dan Albas,CPC,6798
Dan D'Autremont,CPC,600
Dan McTeague,Liberal,5068
Daniel Bishop Meigs,Liberal,69
Daniel Gallery,Liberal,279
Dan Hays,Liberal,1078
Daniel Lionel Hanington,CPC,426
Daniel Paillé,BQ,2305
Daniel Petit,CPC,331
Danielle Chartier,NDP,426
Dany Morin,NDP,1118
Darcy Furber,NDP,176
Darryl Gray,CPC,397
Dave MacKenzie,CPC,3828
Dave Nickerson,CPC,355
Dave Van Kesteren,CPC,1093
David Ames Manson,CPC,532
David Anderson,CPC,1911
W. David Angus,CPC,1184
David Berger,Liberal,972
David Christopherson,NDP,3593
David Collenette,Liberal,2802
David Dingwall,Liberal,5440
David Gourd,Liberal,146
David Irvine,Liberal,159
David Laurence MacLaren,Liberal,400
David McGuinty,Liberal,14819
David Ovide L'Espérance,CPC,88
David Pratt,Liberal,3473
David Smith,Liberal,550
David Swann,Liberal,3372
David Sweet,CPC,9505
David Tilson,CPC,1344
David Tkachuk,CPC,1243
David Wark,Liberal,420
Dawn Black,NDP,2013
Dean Allison,CPC,5989
Deborah Grey,CPC,7808
Denis Blanchette,NDP,985
Denis Coderre,Liberal,40172
Denis Lebel,CPC,3826
Denis Lazure,NDP,510
Denis Paradis,Liberal,1822
Denis Pronovost,CPC,411
Denise Poirier-Rivard,BQ,145
Denise Savoie,NDP,1180
Dennis Bevington,NDP,1362
Dennis Dawson,Liberal,1779
Dennis Drainville,NDP,732
Dennis James O'Connor,Liberal,150
Derek Lee,Liberal,1886
Devinder Shory,CPC,1761
Diane Ablonczy,CPC,2522
Diane Bourgeois,BQ,244
Diane Finley,CPC,17074
Diane Marleau,Liberal,1876
Diane St-Jacques,Liberal,477
Dominic LeBlanc,Liberal,34014
Dominique Monet,Liberal,134
Dominique-Napoléon Saint-Cyr,CPC,116
Don Bell,Liberal,684
Don Boudria,Liberal,2522
Don Davies,NDP,8713
Don Inverarity,Liberal,159
Dona Cadman,CPC,1040
Donald Elmer Black,Liberal,79
Donald Farquharson,Liberal,307
Donald McMillan,CPC,73
Donald William Cameron,CPC,23370
Donat Raymond,Liberal,610
Thomas Chase-Casgrain,CPC,200
Dorothy Shephard,CPC,8601
Doug Young,Liberal,1628
King Hazen,CPC,183
Doyle Vermette,NDP,976
Duncan Hamilton McAlister,Liberal,91
Dwain Lingenfelter,NDP,2265
Dwight Duncan,Liberal,2451
Désiré Girouard,CPC,511
Désiré Olivier Bourbeau,CPC,129
Earl Dreeshen,CPC,9630
Tim Hudak,CPC,14328
Ed Fast,CPC,12293
Ed Holder,CPC,10878
Ed Komarnicki,CPC,637
Edgar Fournier,CPC,105
Edgar Leduc,Liberal,190
Edgar Nelson Rhodes,CPC,1145
Edgard Jules Wermenlinger,CPC,107
Edmond Fortier,Liberal,187
Edmond Savard,Liberal,83
