Election Type,Election Date,Province / Territory,Constituency,First Name,Last Name,Political Party,Election Result
General Election,2021-09-20 12:00:00 AM,Quebec,Châteauguay—Lacolle,Patrick,O'Hara,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Châteauguay—Lacolle,Frédéric,Olivier,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Châteauguay—Lacolle,Brenda,Shanahan,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Châteauguay—Lacolle,Hannah,Wolker,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Chicoutimi—Le Fjord,Julie,Bouchard,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Chicoutimi—Le Fjord,Jean,Duplain,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Chicoutimi—Le Fjord,Yves,Laporte,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Chicoutimi—Le Fjord,Richard,Martel,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Chicoutimi—Le Fjord,Ismaël,Raymond,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Chicoutimi—Le Fjord,Jimmy,Voyer,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Geneva,Allen,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Marie-Claude,Bibeau,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Yves,Bourassa,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Nathalie,Bresse,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Sylvain,Dodier,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Déitane,Gendron,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Sylvain,Longpré,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Compton—Stanstead,Pierre,Tremblay,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Dorval—Lachine—LaSalle,Jude,Bazelais,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Dorval—Lachine—LaSalle,Anju,Dhillon,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Dorval—Lachine—LaSalle,Cloé Rose,Jenneau,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Dorval—Lachine—LaSalle,Laura,Mariani,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Dorval—Lachine—LaSalle,Fabiola,Ngamaleu Teumeni,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Dorval—Lachine—LaSalle,Michael,Patterson,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Drummond,Mustapha,Berri,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Drummond,Martin,Champoux,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Drummond,François,Choquette,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Drummond,Nathalie,Clermont,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Drummond,Josée,Joyal,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Drummond,Sylvain,Marcoux,No Affiliation,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Drummond,Lucas,Munger,Animal Protection Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gaspésie—Les Îles-de-la-Madeleine,Guy,Bernatchez,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gaspésie—Les Îles-de-la-Madeleine,Diane,Lebouthillier,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Gaspésie—Les Îles-de-la-Madeleine,Monique,Leduc,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gaspésie—Les Îles-de-la-Madeleine,Lisa,Phung,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gaspésie—Les Îles-de-la-Madeleine,Jean-Pierre,Pigeon,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gaspésie—Les Îles-de-la-Madeleine,Christian,Rioux,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Joel E.,Bernard,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Geneviève,Gendron-Nadeau,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Sébastien,Grenier,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Rachid,Jemmah,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Luc,Lavoie,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Steven,MacKinnon,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Fernanda,Rengel,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Mathieu,Saint-Jean,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Gatineau,Pierre,Soublière,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Aime,Calle Cabrera,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Christine,Dandenault,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Marc-André,Doucet-Beauchamp,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Zachary,Lavarenne,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Simon,Marchand,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Soraya,Martinez Ferrada,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Michelle,Paquette,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Denis,Poulin,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hochelaga,Catherine,Roy-Goyette,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Honoré-Mercier,Paulina,Ayala,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Honoré-Mercier,Guy,Croteau,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Honoré-Mercier,Bianca,Deltorto-Russell,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Honoré-Mercier,Yves,Le Seigle,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Honoré-Mercier,Charlotte,Lévesque-Marin,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Honoré-Mercier,Lucilia,Miranda,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Honoré-Mercier,Pablo,Rodriguez,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Catherine,Dickins,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Greg,Fergus,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Eric,Fleury,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Samuel,Gendron,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Simon,Gnocchini-Messier,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Josée,Lafleur,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Micheal,LeBlanc,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Sandrine,Perion,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Hull—Aylmer,Simon,Provost,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Alexis,Beaudet,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Michel,Bourgeois,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Yanick,Claude Théoret,Marijuana Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Manon,Coutu,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Maxime,Leclerc,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Roger,Materne,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Érica,Poirier,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Joliette,Gabriel,Ste-Marie,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Jonquière,Stéphane,Bégin,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Jonquière,Line,Bélanger,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Jonquière,Louise,Gravel,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Jonquière,Marie-Eve,Ruel,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Jonquière,Mario,Simard,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Jonquière,Marie-Josée,Yelle,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Massimo,Anania,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Mario,Beaulieu,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Jonathan,Desclin,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Jonas,Fadeu,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Agnès,Falquet,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Charles Phillippe,Gervais,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Geneviève,Royer,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Pointe-de-l'Île,Alexandre,Vallerand,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Prairie,Normand,Chouinard,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Prairie,Lise,des Greniers,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Prairie,Caroline,Desrochers,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Prairie,Ruth,Fontaine,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Prairie,Lourdes Victoria,Hernandez Garcia,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Prairie,Barbara,Joannette,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,La Prairie,Alain,Therrien,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Jean,Serge,Bergeron,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Jean,Alexis,Brunelle-Duceppe,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Jean,Mathieu,Chambers,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Jean,Marjolaine,Étienne,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Jean,Annie,Thibault,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Louis,Ann,Francis,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Louis,Jonathan,Gray,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Louis,Milan,Kona-Mancini,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Louis,Afia,Lassy-Lotahe,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Louis,Rémi,Lebeuf,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lac-Saint-Louis,Francis,Scarpaleggia,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,Pascal,Antonin,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,Sarah,Carter,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,Jason,De Lierre,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,Jean-Philippe,Fortin,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,Raphaël,Guérard,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,David,Lametti,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,Janina,Moran,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,LaSalle—Émard—Verdun,Michel,Walsh,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Eric-Abel,Baland,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Richard,Evanko,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Marie-Hélène,Gaudreau,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Kathy,Laframboise,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Michel,Le Comte,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Michel,Leclerc,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Antoine,Menassa,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurentides—Labelle,Jean-Noël,Sorel,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Steven,Guilbeault,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Cyril,Julien,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Serge,Lachapelle,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Kimberly,Lamontagne,Animal Protection Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Jean-Michel,Lavarenne,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Nimâ,Machouf,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Marie-Eve-Lyne,Michel,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Julie,Morin,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Ronan,Reich,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Daniel,Tanguay,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laurier—Sainte-Marie,Adrien,Welsh,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laval—Les Îles,Matthieu,Couture,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laval—Les Îles,Fayçal,El-Khoury,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Laval—Les Îles,Guillaume,Jolivet,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laval—Les Îles,Spyridonas,Pettas,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laval—Les Îles,Ahmed,Taleb,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Laval—Les Îles,Rowan,Woodmass,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Charles-Eugène,Bergeron,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Carl,Brochu,Parti Patriote,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Ghislain,Daigle,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Guylaine,Dumont,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Jacques,Gourde,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Samuel,Lamarche,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Mariève,Lemay,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Lévis—Lotbinière,Benoit,Simard,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Charles-LeMoyne,Nathalie,Boisclair,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Charles-LeMoyne,Nancy,Cardin,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Charles-LeMoyne,Pierre,Chénier,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Charles-LeMoyne,Kalden,Dhatsenpa,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Charles-LeMoyne,Isabelle,Lalonde,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Charles-LeMoyne,Jephte Tiny,Olinga,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Charles-LeMoyne,Sherry,Romanado,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Saint-Hubert,Florence,Gagnon,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Saint-Hubert,Manon,Girard,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Saint-Hubert,Simon,King,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Saint-Hubert,Jacinthe,Lafrenaye,Parti pour l'Indépendance du Québec,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Saint-Hubert,Mildred,Murray,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Saint-Hubert,Boukare,Tall,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Longueuil—Saint-Hubert,Denis,Trudel,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Hébert,Denis,Blanchette,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Hébert,Ali,Dahan,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Hébert,Marc,Dean,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Hébert,Gilles,Lépine,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Hébert,Joël,Lightbound,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Hébert,Hamid,Nadji,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Saint-Laurent,Thierry,Bilodeau,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Saint-Laurent,Daniel,Chicoine,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Saint-Laurent,Guillaume,Côté,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Saint-Laurent,Gérard,Deltell,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Saint-Laurent,Mélanie,Fortin,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Saint-Laurent,Yu-Ti,Huang,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Louis-Saint-Laurent,Nathaniel,Morin,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Manicouagan,Thomas,Gagné,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Manicouagan,Marilène,Gill,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Manicouagan,Bianca,Girard,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Manicouagan,Nichola,St-Jean,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Manicouagan,Rodrigue,Vigneault,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Marc-Aurèle-Fortin,Ali,Faour,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Marc-Aurèle-Fortin,Micheline,Flibotte,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Marc-Aurèle-Fortin,Manon D.,Lacharité,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Marc-Aurèle-Fortin,Louis,Léger,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Marc-Aurèle-Fortin,Sarah,Petrari,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Marc-Aurèle-Fortin,Yves,Robillard,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Luc,Berthold,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Gloriane,Blais,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Mathieu,Boisvert,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Jonathan,Gagnon,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Emilie,Hamel,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Éric,Labonté,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Adam,Lukofsky,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mégantic—L'Érable,Real,Pepin,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mirabel,Benoit,Bourassa,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mirabel,Ariane,Croteau,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mirabel,Jean-Denis,Garon,Bloc Québécois,Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Mirabel,Mario,Guay,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mirabel,Catherine,Lefebvre,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mirabel,François,Loza,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mirabel,Christian,Montpetit,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montarville,Stéphane,Bergeron,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Montarville,Natasha,Hynes,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montarville,Marie-Ève,Pelchat,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montarville,Julie,Sauvageau,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montarville,Djaouida,Sellah,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montcalm,Bruno,Beaudry,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montcalm,Robert,Bellerose,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montcalm,Gisèle,DesRoches,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montcalm,Oulai B.,Goué,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montcalm,Mathieu,Goyette,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montcalm,Javeria,Qureshi,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montcalm,Luc,Thériault,Bloc Québécois,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Simon,Bérubé,Bloc Québécois,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Sean,English,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Bernard,Généreux,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Quebec,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,François,Lapointe,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Thibaud,Mony,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Montmagny—L'Islet—Kamouraska—Rivière-du-Loup,Nancy,Rochon,Free Party Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mount Royal,Clément,Badra,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Quebec,Mount Royal,Franco,Cavallaro,Conservative Party of Canada,Defeated
